grado,asignatura,facultad
grado-edificacion-administ-direcc-empresas,Guía docente de Topografía (218114E),Facultad-de-Ciencias-Económicas-y-EmpresarialesFacultad-de-Ciencias-Económicas-y-Empresariales
grado-lenguas-modernas-sus-literaturas,Guía docente de Trabajo Fin de Grado (2731199),Facultad-de-Filosofía-y-Letras
grado-optica-optometria,Guía docente de Trabajo Fin de Grado (2871199),Facultad-de-Ciencias
grado-traduccion-interpretacion,Guía docente de Traducción Multimedia Alemán (252114J),Facultad-de-Traducción-e-Interpretación
grado-estudios-franceses,Guía docente de Trabajo Fin de Grado (2771199),Facultad-de-Filosofía-y-Letras
grado-educacion-infantil-ceuta,Guía docente de Trabajo Fin de Grado (4581199),Facultad-de-Educación--Economía-y-Tecnología-de-Ceuta
grado-biotecnologia,Guía docente de Trabajo Fin de Grado (2511199),Facultad-de-Ciencias
grado-traduccion-interpretacion,"Guía docente de Traducción en Humanidades, Ciencias Sociales y Jurídicas A-C Frances (25211PB)",Facultad-de-Traducción-e-Interpretación
grado-ingenieria-civil,Guía docente de Trabajo Fin de Grado (2371199),E-T-S---de-Ingeniería-de-Caminos--Canales-y-Puertos
grado-trabajo-social,Guía docente de Trabajo Fin de Grado (2491199),Facultad-de-Trabajo-Social
grado-conservacion-restauracion-bienes-cultural,Guía docente de Trabajo Fin de Grado (2651199),Facultad-de-Bellas-Artes
grado-educacion-primaria-ceuta,Guía docente de Trabajo Fin de Grado (4571199),Facultad-de-Educación--Economía-y-Tecnología-de-Ceuta
grado-administracion-direccion-empresas-ceuta,Guía docente de Trabajo Fin de Grado (4331199),Facultad-de-Educación--Economía-y-Tecnología-de-Ceuta
grado-educacion-social-ceuta,Guía docente de Trabajo Fin de Grado (4141199),Facultad-de-Educación--Economía-y-Tecnología-de-Ceuta
grado-geologia,Guía docente de Trabajo Fin de Grado (2681199),Facultad-de-Ciencias
grado-bellas-artes,Guía docente de Trabajo Fin de Grado (2601199),Facultad-de-Bellas-Artes
grado-informacion-documentacion,Guía docente de Trabajo Fin de Grado (2311199),Facultad-de-Comunicación-y-Documentación
grado-traduccion-interpretacion,Guía docente de Traducción 3 C Alemán (252114N),Facultad-de-Traducción-e-Interpretación
grado-antropologia-social-cultural,Guía docente de Trabajo Fin de Grado (2941199),Facultad-de-Filosofía-y-Letras
grado-marketing-investigacion-mercados,Guía docente de Trabajo Fin de Grado (2361199),Facultad-de-Ciencias-Económicas-y-Empresariales
grado-matematicas-fisica,Guía docente de Topología II (2951149),Facultad-de-Ciencias
grado-traduccion-interpretacion,Guía docente de Traducción 3 C Ruso (252114V),Facultad-de-Traducción-e-Interpretación
grado-matematicas,Guía docente de Trabajo Fin de Grado (2701199),Facultad-de-Ciencias
grado-traduccion-interpretacion,"Guía docente de Traducción en Humanidades, Ciencias Sociales y Jurídicas A-B Francés (25211M9)",Facultad-de-Traducción-e-Interpretación
grado-filologia-clasica,Guía docente de Trabajo Fin de Grado (2761199),Facultad-de-Filosofía-y-Letras
grado-psicologia,Guía docente de Trabajo Fin de Grado (2641199),Facultad-de-Psicología
grado-relaciones-laborales-recursos-humanos-mel,Guía docente de Trabajo Fin de Grado (5591199),Facultad-de-Ciencias-Sociales-y-Jurídicas-de-Melilla
grado-historia,Guía docente de Trabajo Fin de Grado (2921199),Facultad-de-Filosofía-y-Letras
grado-quimica,Guía docente de Trabajo Fin de Grado (2911199),Facultad-de-Ciencias
grado-filosofia,Guía docente de Trabajo Fin de Grado (2631199),Facultad-de-Filosofía-y-Letras
grado-enfermeria,Guía docente de Trabajo Fin de Grado (2071199),Facultad-de-Ciencias-de-la-Salud
grado-traduccion-interpretacion,"Guía docente de Traducción en Humanidades, Ciencias Sociales y Jurídicas A-C Ruso (25211MK)",Facultad-de-Traducción-e-Interpretación
grado-literaturas-comparadas,Guía docente de Trabajo Fin de Grado (2901199),Facultad-de-Filosofía-y-Letras
grado-traduccion-interpretacion,Guía docente de Traducción 3 C Inglés (252114S),Facultad-de-Traducción-e-Interpretación
grado-educacion-social-melilla,Guía docente de Trabajo Fin de Grado (5141199),Facultad-de-Ciencias-de-la-Educación-y-del-Deporte--Melilla
grado-estudios-arabes-islamicos,Guía docente de Trabajo Fin de Grado (2791199),Facultad-de-Filosofía-y-Letras
grado-traduccion-interpretacion,Guía docente de Traducción 3 C Portugués (252114U),Facultad-de-Traducción-e-Interpretación
grado-ciencias-politicas-administracion,Guía docente de Trabajo Fin de Grado (2121199),Facultad-de-Ciencias-Políticas-y-Sociología
grado-traduccion-interpretacion-turismo,Guía docente de Traducción 3 C Alemán (253114L),Facultad-de-Traducción-e-InterpretaciónFacultad-de-Ciencias-Económicas-y-Empresariales
grado-traduccion-interpretacion-turismo,Guía docente de Cultura de la Lengua C Francés (253114J),Facultad-de-Traducción-e-InterpretaciónFacultad-de-Ciencias-Económicas-y-Empresariales
grado-traduccion-interpretacion,"Guía docente de Traducción en Humanidades, Ciencias Sociales y Jurídicas A-B Inglés (25211MA)",Facultad-de-Traducción-e-Interpretación
grado-ingenieria-quimica,Guía docente de Trabajo Fin de Grado (2201199),Facultad-de-Ciencias
grado-traduccion-interpretacion,"Guía docente de Traducción en Humanidades, Ciencias Sociales y Jurídicas A-C Inglés (25211PC)",Facultad-de-Traducción-e-Interpretación
grado-traduccion-interpretacion,Guía docente de Traducción Multimedia Árabe (252114K),Facultad-de-Traducción-e-Interpretación
grado-bioquimica,Guía docente de Trabajo Fin de Grado (2611199),Facultad-de-Ciencias
grado-fisioterapia,Guía docente de Trabajo Fin de Grado (2411199),Facultad-de-Ciencias-de-la-Salud
grado-traduccion-interpretacion-turismo,Guía docente de Traducción 3 C Inglés (253114N),Facultad-de-Traducción-e-InterpretaciónFacultad-de-Ciencias-Económicas-y-Empresariales
grado-traduccion-interpretacion-turismo,Guía docente de Traducción 3 C Francés (253114M),Facultad-de-Traducción-e-InterpretaciónFacultad-de-Ciencias-Económicas-y-Empresariales
grado-educacion-infantil-melilla,Guía docente de Trabajo Fin de Grado (5581199),Facultad-de-Ciencias-de-la-Educación-y-del-Deporte--Melilla
grado-fisica,Guía docente de Trabajo Fin de Grado (2671199),Facultad-de-Ciencias
grado-derecho,Guía docente de Trabajo Fin de Grado (2421199),Facultad-de-Derecho
grado-economia,Guía docente de Trabajo Fin de Grado (2391199),Facultad-de-Ciencias-Económicas-y-Empresariales
grado-traduccion-interpretacion,Guía docente de Traducción 3 C Chino (252114P),Facultad-de-Traducción-e-Interpretación
grado-fisioterapia-melilla,Guía docente de Trabajo Fin de Grado (5411199),Facultad-de-Ciencias-de-la-Salud-de-Melilla
grado-traduccion-interpretacion,Guía docente de Traducción 3 C Griego (252114R),Facultad-de-Traducción-e-Interpretación
grado-traduccion-interpretacion,Guía docente de Traducción 3 C Italiano (252114T),Facultad-de-Traducción-e-Interpretación
grado-estadistica,Guía docente de Trabajo Fin de Grado (2231199),Facultad-de-Ciencias
grado-lenguas-modernas-sus-literaturas,Guía docente de Traducción (27311C3),Facultad-de-Filosofía-y-Letras
grado-ciencias-ambientales,Guía docente de Trabajo Fin de Grado (2061199),Facultad-de-Ciencias
grado-traduccion-interpretacion,Guía docente de Traducción Multimedia Inglés (252114M),Facultad-de-Traducción-e-Interpretación
grado-ciencia-tecnologia-alimentos,Guía docente de Trabajo Fin de Grado (2031199),Facultad-de-Farmacia
grado-estudios-ingleses,Guía docente de Trabajo Fin de Grado (2851199),Facultad-de-Filosofía-y-Letras
grado-nutricion-humana-dietetica,Guía docente de Trabajo Fin de Grado (2021199),Facultad-de-Farmacia
grado-traduccion-interpretacion,Guía docente de Traducción 3 C Árabe (252114O),Facultad-de-Traducción-e-Interpretación
grado-traduccion-interpretacion-turismo,Guía docente de Traducción Multimedia Alemán (253114I),Facultad-de-Traducción-e-InterpretaciónFacultad-de-Ciencias-Económicas-y-Empresariales
grado-ingenieria-informatica-ceuta,Guía docente de Transmisión de Datos y Redes de Computadores (496113Z),Facultad-de-Educación--Economía-y-Tecnología-de-Ceuta
grado-inga-informatica-administ-direcc-empresas,Guía docente de Creación de Empresas (2161153),E-T-S--de-Ingenierías-Informática-y-de-TelecomunicaciónFacultad-de-Ciencias-Económicas-y-Empresariales
grado-administracion-direccion-empresas-derecho,Guía docente de Derecho Financiero II (2281154),Facultad-de-Ciencias-Económicas-y-EmpresarialesFacultad-de-Derecho
grado-medicina,Guía docente de Pediatría y Cirugía Pediátrica I (222115A),Facultad-de-Medicina
grado-medicina,Guía docente de Medicina Fetal (22211A6),Facultad-de-Medicina
grado-medicina,Guía docente de Rehabilitación Médica (22211AA),Facultad-Desconocida
grado-medicina,"Guía docente de Patologías del Sistema Endocrino, Metabolismo y Nutrición. Medicina de Familia (2221159)",Facultad-Desconocida
grado-ciencias-politicas-administ-derecho,Guía docente de Derecho Internacional Privado (2131152),Facultad-Desconocida
grado-farmacia,Guía docente de Hidrología Farmacéutica (20411B1),Facultad-Desconocida
grado-administracion-direccion-empresas-derecho,Guía docente de Dirección Estratégica de la Empresa I (2281151),Facultad-Desconocida
grado-odontologia,Guía docente de Clínica Integrada Odontología de Adultos II (2011183),Facultad-Desconocida
grado-odontologia,Guía docente de Clínica Integrada Odontología Infantil (2011182),Facultad-de-Odontología
grado-administracion-direccion-empresas-dcho-melilla,Guía docente de Haciendas Territoriales (52811D9),Facultad-de-Ciencias-Sociales-y-Jurídicas-de-Melilla
grado-edprima-cc-act-fisica-melilla,Guía docente de Expresión Corporal (5881153),Facultad-de-Ciencias-de-la-Educación-y-del-Deporte--Melilla
grado-medicina,Guía docente de Sexología Médica (22211AB),Facultad-de-Medicina
grado-ingenieria-civil-administrdirecc-empresas,Guía docente de Dirección Estratégica de la Empresa I (2171151),E-T-S--de-Ingeniería-de-Caminos--Canales-y-PuertosFacultad-de-Ciencias-Económicas-y-Empresariales
grado-edificacion-administ-direcc-empresas,Guía docente de Creación de Empresas (2181153),Facultad-de-Ciencias-Económicas-y-EmpresarialesFacultad-de-Ciencias-Económicas-y-Empresariales
grado-ciencias-politicas-administ-derecho,Guía docente de Derecho Mercantil II (2131153),Facultad-de-Ciencias-Políticas-y-SociologíaFacultad-de-Derecho
grado-administracion-direccion-empresas-dcho-melilla,Guía docente de Derecho Penal de la Empresa (52811D5),Facultad-de-Ciencias-Sociales-y-Jurídicas-de-Melilla
grado-informacion-documentacion,Guía docente de Tratamiento Masivo de Datos (23111ME),Facultad-de-Comunicación-y-Documentación
grado-farmacia,"Guía docente de Legislacion, Deontología y Gestión Farmacéutica (2041152)",Facultad-de-Farmacia
grado-trabajo-social,Guía docente de Trabajo Social con Menores y Jóvenes en Situación Riesgo Social (24911B6),Facultad-de-Trabajo-Social
grado-matematicas-fisica,Guía docente de Física del Estado Sólido (2951151),Facultad-de-Ciencias
grado-traduccion-interpretacion-turismo,Guía docente de Derecho y Legislación (2531154),Facultad-de-Traducción-e-InterpretaciónFacultad-de-Ciencias-Económicas-y-Empresariales
grado-educacion-primaria-estudios-ingleses,Guía docente de Lengua  y Cultura de los Países de Habla Inglesa II (2551141),Facultad-de-Ciencias-de-la-EducaciónFacultad-de-Filosofía-y-Letras
grado-traduccion-interpretacion-turismo,Guía docente de Economía del Transporte (2531152),Facultad-de-Traducción-e-InterpretaciónFacultad-de-Ciencias-Económicas-y-Empresariales
grado-traduccion-interpretacion-turismo,Guía docente de Creación de Empresas (2531153),Facultad-de-Traducción-e-InterpretaciónFacultad-de-Ciencias-Económicas-y-Empresariales
grado-estudios-arquitectura,Guía docente de Construcción 5: Gestión y Ejecución de Obras de Edificación y Urbanas (209115A),Escuela-Técnica-Superior-de-Arquitectura
grado-administracion-direccion-empresas-derecho,Guía docente de Derecho Mercantil II (2281155),Facultad-de-Ciencias-Económicas-y-EmpresarialesFacultad-de-Derecho
grado-estudios-arquitectura,"Guía docente de Estructuras 3: Diafragmas Horizontales, Pantallas Triangulares y Hormigón Pretensado (2091154)",Escuela-Técnica-Superior-de-Arquitectura
grado-inga-informatica-administ-direcc-empresas,Guía docente de Dirección Financiera (2161152),E-T-S--de-Ingenierías-Informática-y-de-TelecomunicaciónFacultad-de-Ciencias-Económicas-y-Empresariales
grado-medicina,Guía docente de Medicina Preventiva y Salud Pública (2221155),Facultad-de-Medicina
grado-edprima-cc-act-fisica-melilla,Guía docente de Fundamentos de los Deportes III: Judo (588115B),Facultad-de-Ciencias-de-la-Educación-y-del-Deporte--Melilla
grado-inga-informatica-administ-direcc-empresas,Guía docente de Dirección Estratégica de la Empresa I (2161151),E-T-S--de-Ingenierías-Informática-y-de-TelecomunicaciónFacultad-de-Ciencias-Económicas-y-Empresariales
grado-nutrichnay-dietet-ciencia-tecnol-alimentos,Guía docente de Legislación Alimentaria y Deontología (2111154),Facultad-de-Farmacia
grado-educacion-primaria-estudios-franceses,Guía docente de Lengua Francesa IX (C1+) (2541152),Facultad-de-Ciencias-de-la-EducaciónFacultad-de-Filosofía-y-Letras
grado-administracion-direccion-empresas-derecho,Guía docente de Creación de Empresas (2281153),Facultad-de-Ciencias-Económicas-y-EmpresarialesFacultad-de-Derecho
grado-edificacion-administ-direcc-empresas,Guía docente de Derecho Fiscal (2181154),Facultad-de-Ciencias-Económicas-y-EmpresarialesFacultad-de-Ciencias-Económicas-y-Empresariales
grado-medicina,Guía docente de Medicina Geriátrica: Aprendizaje Basado en Resolución de Casos Clínicos (22211AF),Facultad-de-Medicina
grado-historia-arte,Guía docente de Últimas Tendencias de la Arquitectura y Urbanismo (29311M5),Facultad-de-Filosofía-y-Letras
grado-administracion-direccion-empresas-dcho-melilla,Guía docente de Dirección Financiera (5281152),Facultad-de-Ciencias-Sociales-y-Jurídicas-de-Melilla
grado-odontologia,Guía docente de Radioprotección en Odontología (20111A4),Facultad-de-Odontología
grado-administracion-direccion-empresas-dcho-melilla,Guía docente de Dirección Estratégica de la Empresa I (5281151),Facultad-de-Ciencias-Sociales-y-Jurídicas-de-Melilla
grado-edificacion-administ-direcc-empresas,Guía docente de Proyecto de Gestión del Proceso y Equipos de Obras. Ejercicio Profesional (2181156),Facultad-de-Ciencias-Económicas-y-EmpresarialesFacultad-de-Ciencias-Económicas-y-Empresariales
grado-edprima-cc-act-fisica-melilla,Guía docente de Actividad Física y Salud (5881155),Facultad-de-Ciencias-de-la-Educación-y-del-Deporte--Melilla
grado-estudios-arquitectura,Guía docente de Construcción 4: Patología de la Edificación (2091155),Escuela-Técnica-Superior-de-Arquitectura
grado-inga-informatica-administ-direcc-empresas,Guía docente de Derecho Fiscal (2161154),E-T-S--de-Ingenierías-Informática-y-de-TelecomunicaciónFacultad-de-Ciencias-Económicas-y-Empresariales
grado-administracion-direccion-empresas-dcho-melilla,Guía docente de Derecho de Sociedades y Otros Operadores del Mercado (52811D1),Facultad-de-Ciencias-Sociales-y-Jurídicas-de-Melilla
grado-administracion-direccion-empresas-dcho-melilla,Guía docente de Creación de Empresas (5281153),Facultad-de-Ciencias-Sociales-y-Jurídicas-de-Melilla
grado-farmacia,Guía docente de Farmacia Clínica y Farmacoterapia (2041151),Facultad-de-Farmacia
grado-matematicas,Guía docente de Variable Compleja II (27011B4),Facultad-de-Ciencias
grado-edificacion-administ-direcc-empresas,"Guía docente de Valoraciones, Tasaciones y Peritaciones (2181155)",Facultad-de-Ciencias-Económicas-y-EmpresarialesFacultad-de-Ciencias-Económicas-y-Empresariales
grado-educacion-primaria-estudios-franceses,Guía docente de Lengua Francesa en Contexto Profesional (Fos) (2541123),Facultad-de-Ciencias-de-la-EducaciónFacultad-de-Filosofía-y-Letras
